moisture,ash,volatile_matter,fixed_carbon,sulfur,calorific_value,quality
6.869021545015713,20.745420811097684,21.209224554000954,39.986809749162134,3.703991892751858,3369.4833571035865,Bad
14.35928598332891,23.937426375000857,19.987362886942098,49.86987090050377,1.0856575788738154,3243.0149183520803,Bad
11.515921243548267,39.18189572808721,15.284617375085801,42.506671226253324,1.8638705329754535,5416.767802974657,Bad
9.782560294561476,18.600175442395685,28.218000103044638,23.332103324471856,3.3837470569175276,6864.465289971019,Good
4.028242325751675,39.78598739248685,24.298724815258865,27.423209471342215,2.514028853717504,5010.885235818896,Bad
4.0279287643706345,8.525377239067659,35.97102976972011,28.773127361236767,3.7451409854474904,3206.0609037572203,Bad
2.755086958186593,36.07193748834523,10.963287414461748,30.314570145793795,4.813797925869727,3884.874624309825,Bad
13.260289895074157,38.90190532218946,29.31603782665379,42.61613567802017,0.7594241010329479,3979.1716256630825,Bad
9.814495152661713,12.27270611349355,32.888466355346836,40.15863119301574,3.6059250387106925,4351.4285165477995,Bad
11.204943511348592,22.21386129488802,32.78459707564921,28.12640153456836,1.3056519470341497,3174.4135343448506,Bad
2.267598425845432,11.619990986546224,36.58221901286575,22.702193738227482,2.1894882915563323,6619.570801991666,Good
14.608828078105926,33.26416515976871,31.871012284884824,26.857288178988725,0.35774108381667113,5062.255778885981,Bad
12.821754330405483,26.41391072246627,37.83430184943089,59.37525250474413,0.8523554350049549,5683.723171816437,Good
4.76040843881759,30.412933868332843,19.979697994626743,38.74187799165889,1.7349309874347183,3268.6913475800357,Bad
4.363724573692308,12.859478678248447,25.09628250254629,54.6938201880845,1.8415318653823276,3216.4618712145975,Bad
4.384258628094639,13.46983448209678,10.42238989848672,53.95009866675373,4.51800903901806,5345.871088162188,Bad
5.95514915847399,6.659893020396255,10.208727619098736,40.46078229851495,3.7607019644792725,6549.184042016832,Good
8.821833611219091,17.882701407829188,17.203798613545597,48.26750833842174,4.866478247297797,5113.928003838188,Bad
7.615285242347505,27.389786453347,13.024215914172558,27.71008041650849,3.075543249609155,6511.276690280286,Good
5.785978822574545,39.317396559893155,17.80634103807261,47.53586819707633,1.3602259140383262,6243.965092220957,Bad
9.954087631390934,31.677097898347228,15.311298835851922,30.89538317053158,1.7727441436238855,3303.415143179683,Bad
3.813420188476544,22.415852935990056,10.855600745159448,53.28248387016603,1.735212431801442,3807.8298975427597,Bad
5.797880430957836,43.12480457576551,37.27912439218149,23.348965324356396,1.7671727727836075,5630.84267662137,Bad
6.762703962817993,33.76980802303328,10.246693941666745,50.925546915411104,3.4302280309367155,4774.0055302001665,Bad
7.928909794821467,42.206608114502004,32.08246433011256,23.997476262744783,2.747878054833998,4162.799254587682,Bad
12.207287498109176,26.103518930886626,14.564436607585495,55.24756947577236,2.0500360548158927,4674.535424191916,Bad
4.5957591680586765,15.356170991725584,37.366888659988,32.16818072540015,0.9156308898978396,4780.798585082537,Bad
8.685047699376952,7.1130674545888795,36.78387818769657,46.17573459322299,0.30626798212230033,6642.209003286386,Good
9.70138939520655,34.04339405935402,29.61703439107772,39.50009114481119,1.2504064524209244,3413.833134819812,Bad
2.6038553653599705,9.852119920221366,30.167024494018154,34.65212581049356,0.7158627390496701,4118.92298723046,Bad
9.898083074718699,17.111005130878688,10.160174259090656,45.81767332733986,3.970136148090749,5150.259266330855,Bad
4.21681360793479,26.298836315355896,39.546146983408065,57.90091922204952,0.7399901975066498,5793.147706522366,Good
2.8456707088086337,27.576663511189906,36.33497810727443,21.650789894984875,3.6762955390728136,5522.549155836974,Good
14.335511984293332,29.023327879485443,36.853186771902756,56.754114235324174,2.0511617109251965,6766.570950949577,Good
14.553216429969272,11.650213213988025,29.777336111526157,44.36326620084054,0.5522162707701247,6182.435699277893,Good
12.509165525513994,20.18949619286595,20.343607859636094,52.292572030762095,4.1011042372716116,5228.307367897722,Bad
5.959978999253819,29.687769084678667,36.80945947271442,35.354998137371105,2.9822267371357443,3858.73076669403,Bad
3.2697374820829905,43.79275458535139,18.745507844535773,38.87371899350455,1.3316552617451505,4803.496925608959,Bad
10.89502934465804,34.10524550798755,26.881346300266085,54.75403007204656,4.494469636796806,5773.5289767779095,Bad
7.721982418614817,41.90415028375831,12.991929170316471,36.59391879239293,0.417239906578647,6351.84869934434,Bad
3.586497052982125,35.48848233256708,37.6586689039825,41.386382669963396,1.168734119349262,6838.944897689549,Bad
8.437299831446513,28.668678755696018,14.223113733136401,20.807796923373317,3.8098252534681327,5421.811064551671,Bad
2.447050774497839,12.680934765453781,16.74690417191222,26.343920233521693,3.605014065487468,5107.67746921773,Bad
13.821165227024167,31.667426075700522,26.74402474384645,45.66746031899199,1.5885041298774945,3070.767692484593,Bad
5.36413976080022,29.935182638396284,32.92279000638945,48.67907604255508,0.49771940169335893,3288.39627660072,Bad
10.612789696601766,29.098766818290656,28.58053917808897,43.30403747137998,4.31877474667973,3624.419990549601,Bad
6.052243989162342,24.59143471952963,16.964017384004684,25.732401451024426,1.7057486627355323,3219.0397247585124,Bad
8.76088427531154,26.146264159571025,10.02829127582471,37.81621714311339,1.139424391655673,4603.4529552197055,Bad
9.107233631462636,18.377701084724162,32.71451740922318,34.203790654527594,2.67709674733269,4347.514180555489,Bad
4.403107921831852,25.772507705692128,39.556219777332814,39.826453761403535,4.569090556555747,5549.416631473572,Good
14.604600160939261,12.90223622713913,34.29739360918271,54.81316138216377,0.40902357364820163,5142.660431733611,Bad
12.07672670369449,37.20697589441507,23.80619854469846,51.034457546346076,3.875859622548261,5383.883037551439,Bad
14.213486240334458,12.431078187948312,37.113017841973196,23.359580055566358,2.947871494105803,4887.908811750616,Bad
13.632755555559434,8.398651595578656,22.2954301935505,55.61236791098257,2.2421557594487216,4110.948594217029,Bad
9.772699724544108,22.449841054286296,25.748022527304027,38.87068604599294,3.771586131704288,6811.301259785909,Good
13.984365055300518,31.332297580242475,24.3138930218705,49.75448579543993,4.835957237319835,3345.636639040556,Bad
3.1504025266749536,22.508672997341655,23.428716179965747,25.601569250574087,1.300189813580917,6755.563997861229,Good
4.547777211448888,16.070165278052343,33.25572307881717,46.828781028281924,0.8895073523461741,4244.952187458939,Bad
2.5879547558369946,27.32684735561763,25.80306721808476,29.453040704378317,4.581832377068946,5050.645781469189,Bad
6.2292942999224366,18.880093416488,19.50151366075648,37.53523588563726,3.410974771795058,3435.3692913101845,Bad
7.052804765963266,42.31470760506532,17.74474502975435,20.674514803284175,2.3023329034974367,3283.724273484037,Bad
5.527537413060647,41.90580558414288,11.132419509023002,26.064425517219043,2.951645937268559,4718.181794874412,Bad
12.773587618975082,25.09487279888382,27.49585485649138,23.68321972494479,3.7789467448459715,5966.789505518713,Good
6.637793247016661,18.115359760730342,16.898842462031027,29.589766917530337,3.9105531137874427,4077.459110194196,Bad
5.65214862593595,34.48529655826556,14.444017660491493,24.00072360097289,4.61549206793103,5249.39155574128,Bad
9.05504908105723,6.468517739322666,29.61489891483033,47.676401064782475,2.248845386698989,4114.601362091274,Bad
3.832014924671914,23.99076024174605,30.436277734646467,21.161596088368775,1.608372368093096,4554.452243572163,Bad
12.428560749802516,18.45293577081334,32.56464676772998,44.70962002499992,3.270388480591241,6625.785273895299,Good
2.9691583678370206,41.82143540410219,25.107306890157744,25.628313233022972,2.1954939165417455,6423.358501979678,Bad
14.829530175806724,5.480121090907302,36.8216381561166,57.80645828711587,3.054072578955094,5064.07017367052,Bad
12.039182000856547,27.112595028733963,38.09028260194684,57.323762924394174,2.215931832588561,3952.4225098883153,Bad
4.583303859944241,34.626543242665036,34.22112819377468,29.020124100838505,0.9343797760552375,3772.735650932091,Bad
2.071787522606831,24.40071950096165,29.06780446024562,44.57685192892118,2.4532484079630006,6816.349412142858,Good
12.600998569912845,8.416121206508866,19.11162860773566,21.12021277889834,3.5164055453169576,3810.86638604275,Bad
11.189145470019023,43.89845560111609,39.488347648606634,57.27154172204696,4.036562276804719,6232.673243650157,Bad
11.477093184532835,25.720417255043916,18.22408501575815,40.91949232766839,2.567966128623425,4475.8808381421495,Bad
12.026514506917295,29.567449772760455,16.07970765971293,21.72892605671116,0.9931418730099244,6942.639390232953,Good
2.962580472543175,14.464391308300293,23.264623413597484,33.69999972032549,2.1905010063172714,4472.622961451151,Bad
6.660054471075544,24.339923404272152,11.705217121371653,23.07397847444937,3.9742108584401517,4406.066499642904,Bad
3.5062977738266863,22.165979678332874,39.354833940153725,35.717777574934395,2.1817244989619495,5549.854515510493,Good
13.220344536382715,7.9958336800793495,27.653006692492745,46.79705368645293,3.543347809300267,6846.067226507277,Good
10.102875648758253,9.24641414189869,26.708562749925257,38.795596321657584,2.634625672054831,6904.838423185732,Good
6.301674323084439,38.49890078475098,29.673888396991597,35.348886988778176,1.357871000525104,5828.82458586794,Bad
2.8262585537183074,14.59279808826361,24.9107094333162,24.76628182161859,4.021522438510757,6018.425462545414,Good
6.042770182303609,12.79833085994522,10.961905512836248,29.797561827746254,0.6042245795392978,5253.6087038921105,Bad
6.227383186347712,25.19645805000557,28.369338665211902,24.005731509534044,2.719473357224723,6023.1029565293275,Good
11.484880318394833,35.74988525450052,31.48521630869292,52.29994926626643,1.2026769643683437,6439.118619881987,Bad
10.28824712761777,7.477860743159517,22.502471818721595,25.4095931193889,0.5219150169986031,4944.381212780093,Bad
13.533765653492246,28.072316785530234,32.71886716213579,43.81493466195574,2.6140828979995945,5479.449051320413,Bad
8.138794027105341,9.768417713622934,16.81003898015262,33.709616543553835,2.5978983484876332,5149.26678093219,Bad
3.5547251971979223,6.458442033024738,16.63829773198552,29.03913538620734,3.59312432804346,5249.882454114709,Bad
11.272182233898935,7.109758086488696,14.84250963062722,45.57873757968415,3.7748033266491436,6560.191639495763,Good
11.890205632019667,38.36656432833765,21.159842793674855,38.28009237507763,3.6933991457259046,4422.467320822281,Bad
9.296603568403452,9.718899345122463,35.4103610616725,36.005818691382366,2.1658819180004243,3832.7361024024967,Bad
12.022573339409293,6.806054576491678,34.83736186447193,43.714080195688865,3.2321109786875004,4825.1204410945165,Bad
8.41934275273708,22.51599548571649,21.484726238905115,39.65070513960003,2.9693371646910096,3832.3407619250606,Bad
8.795526781965922,38.75973887768099,27.6735620794071,32.13936834206243,2.223496429361214,4993.601702648077,Bad
7.558033238661145,15.496335059572077,31.62448949424747,42.362451510610065,3.0666209320927673,6614.032421428235,Good
2.3304486476732373,21.868504701036656,17.236203238840687,46.77994306202778,4.74678980819006,5469.734081929912,Bad
3.4025885509129576,6.596901302550049,15.044232576842411,21.06772634347417,1.1258899696706113,6421.731413212311,Good
2.408579413927545,22.963140565395037,39.16287979636933,38.63486915630702,4.547706059770526,3664.763678462047,Bad
10.273335346429144,28.104523225485348,28.526719396288556,22.30733138334175,0.45658646711935214,6603.494370148707,Good
